GLOSATIPOESTABLECIMIENTO,semana_epi_str,IdCausa,Causa,Total,Menores_1,De_1_a_4,De_5_a_14,De_15_a_64,De_65_y_mas
SAR,08-2025,2,Atenciones de urgencia - Total Respiratorios,2832,74,209,336,1772,441
SAR,08-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),278,9,28,18,167,56
SAR,08-2025,4,Atenciones de urgencia - Influenza (J09-J11),22,0,0,3,15,4
SAR,08-2025,5,Atenciones de urgencia - Neumonía (J12-J18),178,2,7,9,60,100
SAR,08-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",144,2,3,11,75,53
SAR,08-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,08-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2049,61,171,288,1369,160
SAR,08-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),161,0,0,7,86,68
SAR,08-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,08-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,08-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SAR,08-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,08-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,09-2025,1,Atenciones de urgencia - Total,19182,202,776,1711,12812,3681
SAR,09-2025,2,Atenciones de urgencia - Total Respiratorios,2669,68,187,337,1625,452
SAR,09-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),298,15,25,34,174,50
SAR,09-2025,4,Atenciones de urgencia - Influenza (J09-J11),36,0,0,3,28,5
SAR,09-2025,5,Atenciones de urgencia - Neumonía (J12-J18),163,2,2,3,58,98
SAR,09-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",110,3,3,8,47,49
SAR,09-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,09-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),1897,47,152,282,1241,175
SAR,09-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),165,1,5,7,77,75
SAR,09-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,09-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",2,0,0,0,2,0
SAR,09-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",5,0,0,0,4,1
SAR,09-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,09-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,10-2025,1,Atenciones de urgencia - Total,20532,208,866,1932,13575,3951
SAR,10-2025,2,Atenciones de urgencia - Total Respiratorios,3186,94,227,451,1935,479
SAR,10-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),349,14,31,49,187,68
SAR,10-2025,4,Atenciones de urgencia - Influenza (J09-J11),41,0,0,3,29,9
SAR,10-2025,5,Atenciones de urgencia - Neumonía (J12-J18),154,0,3,0,56,95
SAR,10-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",158,2,3,7,82,64
SAR,10-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,10-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2335,78,188,378,1513,178
SAR,10-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),149,0,2,14,68,65
SAR,10-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,10-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
SAR,10-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,0,0,3,0
SAR,10-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,10-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,11-2025,1,Atenciones de urgencia - Total,23835,281,1509,3442,14669,3934
SAR,11-2025,2,Atenciones de urgencia - Total Respiratorios,5287,150,727,1330,2531,549
SAR,11-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),574,19,113,128,244,70
SAR,11-2025,4,Atenciones de urgencia - Influenza (J09-J11),78,0,0,13,49,16
SAR,11-2025,5,Atenciones de urgencia - Neumonía (J12-J18),205,5,17,17,57,109
SAR,11-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",171,5,13,20,74,59
SAR,11-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,11-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),4050,120,575,1122,2012,221
SAR,11-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),209,1,9,30,95,74
SAR,11-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,11-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,11-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,0,1,2,0
SAR,11-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,11-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,12-2025,1,Atenciones de urgencia - Total,25730,358,1806,4371,15336,3859
SAR,12-2025,2,Atenciones de urgencia - Total Respiratorios,7305,216,1008,2015,3425,641
SAR,12-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),832,23,140,223,335,111
SAR,12-2025,4,Atenciones de urgencia - Influenza (J09-J11),94,0,0,24,59,11
SAR,12-2025,5,Atenciones de urgencia - Neumonía (J12-J18),277,3,28,25,112,109
SAR,12-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",192,4,17,42,71,58
SAR,12-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,12-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5668,186,815,1654,2738,275
SAR,12-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),242,0,8,47,110,77
SAR,12-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,12-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
SAR,12-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",2,0,0,1,1,0
SAR,12-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,12-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,13-2025,1,Atenciones de urgencia - Total,24056,343,1630,3819,14500,3764
SAR,13-2025,2,Atenciones de urgencia - Total Respiratorios,6855,209,779,1560,3628,679
SAR,13-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),811,36,107,174,391,103
SAR,13-2025,4,Atenciones de urgencia - Influenza (J09-J11),118,0,3,19,82,14
SAR,13-2025,5,Atenciones de urgencia - Neumonía (J12-J18),259,7,24,31,89,108
SAR,13-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",190,7,23,26,83,51
SAR,13-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,13-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5251,159,614,1280,2889,309
SAR,13-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),226,0,8,30,94,94
SAR,13-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,13-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,13-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,1,0,2,0
SAR,13-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,13-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,14-2025,1,Atenciones de urgencia - Total,23113,262,1521,3542,14121,3667
SAR,14-2025,2,Atenciones de urgencia - Total Respiratorios,6564,143,750,1380,3551,740
SAR,14-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),909,29,160,175,421,124
SAR,14-2025,4,Atenciones de urgencia - Influenza (J09-J11),118,0,3,29,74,12
SAR,14-2025,5,Atenciones de urgencia - Neumonía (J12-J18),276,6,21,16,90,143
SAR,14-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",174,6,13,21,80,54
SAR,14-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,14-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),4860,102,548,1118,2788,304
SAR,14-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),227,0,5,21,98,103
SAR,14-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,14-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,14-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAR,14-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,14-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,15-2025,1,Atenciones de urgencia - Total,23891,261,1644,3872,14482,3632
SAR,15-2025,2,Atenciones de urgencia - Total Respiratorios,6760,135,746,1441,3709,729
SAR,15-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),943,22,128,148,522,123
SAR,15-2025,4,Atenciones de urgencia - Influenza (J09-J11),147,2,7,28,87,23
SAR,15-2025,5,Atenciones de urgencia - Neumonía (J12-J18),310,4,14,21,123,148
SAR,15-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",203,2,16,24,98,63
SAR,15-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,15-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),4936,105,577,1202,2767,285
SAR,15-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),221,0,4,18,112,87
SAR,15-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,15-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
SAR,15-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAR,15-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,15-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,16-2025,1,Atenciones de urgencia - Total,24608,295,1734,4057,14699,3823
SAR,16-2025,2,Atenciones de urgencia - Total Respiratorios,7667,166,835,1815,4034,817
SAR,16-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1133,29,147,236,572,149
SAR,16-2025,4,Atenciones de urgencia - Influenza (J09-J11),172,0,4,41,109,18
SAR,16-2025,5,Atenciones de urgencia - Neumonía (J12-J18),379,6,27,31,149,166
SAR,16-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",225,3,12,38,111,61
SAR,16-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,16-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5507,128,642,1438,2975,324
SAR,16-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),251,0,3,31,118,99
SAR,16-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,16-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,1,0,0,0
SAR,16-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAR,16-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,16-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,17-2025,1,Atenciones de urgencia - Total,25897,278,1791,4501,15597,3730
SAR,17-2025,2,Atenciones de urgencia - Total Respiratorios,8575,144,902,2086,4488,955
SAR,17-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1320,35,184,252,662,187
SAR,17-2025,4,Atenciones de urgencia - Influenza (J09-J11),234,1,6,48,161,18
SAR,17-2025,5,Atenciones de urgencia - Neumonía (J12-J18),443,4,28,42,176,193
SAR,17-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",277,3,20,42,123,89
SAR,17-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,17-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),6064,100,661,1684,3256,363
SAR,17-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),237,1,3,18,110,105
SAR,17-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,17-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,17-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",5,0,0,0,4,1
SAR,17-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,17-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,18-2025,1,Atenciones de urgencia - Total,24158,276,1669,4074,14320,3819
SAR,18-2025,2,Atenciones de urgencia - Total Respiratorios,8434,159,833,2008,4421,1013
SAR,18-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1171,28,149,207,598,189
SAR,18-2025,4,Atenciones de urgencia - Influenza (J09-J11),323,1,14,67,203,38
SAR,18-2025,5,Atenciones de urgencia - Neumonía (J12-J18),484,7,28,51,180,218
SAR,18-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",247,2,18,33,118,76
SAR,18-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,18-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5927,121,615,1633,3186,372
SAR,18-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),282,0,9,17,136,120
SAR,18-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,18-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,18-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAR,18-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,18-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,19-2025,1,Atenciones de urgencia - Total,24128,233,1560,3764,14784,3787
SAR,19-2025,2,Atenciones de urgencia - Total Respiratorios,8652,135,804,1824,4861,1028
SAR,19-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1197,28,127,195,666,181
SAR,19-2025,4,Atenciones de urgencia - Influenza (J09-J11),396,0,6,65,281,44
SAR,19-2025,5,Atenciones de urgencia - Neumonía (J12-J18),475,4,27,33,178,233
SAR,19-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",287,6,28,27,142,84
SAR,19-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,19-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),6032,96,611,1482,3454,389
SAR,19-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),265,1,5,22,140,97
SAR,19-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,19-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,19-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,0,1,1,1
SAR,19-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,19-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,20-2025,1,Atenciones de urgencia - Total,24346,250,1549,4018,14796,3733
SAR,20-2025,2,Atenciones de urgencia - Total Respiratorios,8869,145,819,1927,4929,1049
SAR,20-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1299,37,124,210,734,194
SAR,20-2025,4,Atenciones de urgencia - Influenza (J09-J11),354,0,11,80,240,23
SAR,20-2025,5,Atenciones de urgencia - Neumonía (J12-J18),465,3,17,29,190,226
SAR,20-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",274,4,10,37,119,104
SAR,20-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,20-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),6224,99,650,1550,3538,387
SAR,20-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),253,2,7,21,108,115
SAR,20-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,20-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",1,0,0,0,1,0
SAR,20-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",5,0,0,0,5,0
SAR,20-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,20-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,21-2025,1,Atenciones de urgencia - Total,24736,265,1686,3779,14928,4078
SAR,21-2025,2,Atenciones de urgencia - Total Respiratorios,9026,164,955,1895,4830,1182
SAR,21-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1365,35,155,200,736,239
SAR,21-2025,4,Atenciones de urgencia - Influenza (J09-J11),352,2,11,99,217,23
SAR,21-2025,5,Atenciones de urgencia - Neumonía (J12-J18),559,9,29,26,228,267
SAR,21-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",298,2,26,31,128,111
SAR,21-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,21-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),6180,116,727,1506,3383,448
SAR,21-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),272,0,7,33,138,94
SAR,21-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,21-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,21-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,0,0,3,0
SAR,21-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,21-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,22-2025,1,Atenciones de urgencia - Total,23355,222,1527,3661,14204,3741
SAR,22-2025,2,Atenciones de urgencia - Total Respiratorios,8369,139,834,1702,4672,1022
SAR,22-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1361,30,155,197,773,206
SAR,22-2025,4,Atenciones de urgencia - Influenza (J09-J11),309,1,11,54,219,24
SAR,22-2025,5,Atenciones de urgencia - Neumonía (J12-J18),485,7,25,32,207,214
SAR,22-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",238,6,15,28,105,84
SAR,22-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,22-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5707,90,625,1373,3249,370
SAR,22-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),269,5,3,18,119,124
SAR,22-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,22-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,22-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",1,0,0,0,1,0
SAR,22-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,22-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,23-2025,1,Atenciones de urgencia - Total,24140,262,1730,3750,14558,3840
SAR,23-2025,2,Atenciones de urgencia - Total Respiratorios,9001,164,987,1748,4953,1149
SAR,23-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1552,25,179,216,863,269
SAR,23-2025,4,Atenciones de urgencia - Influenza (J09-J11),259,0,7,53,175,24
SAR,23-2025,5,Atenciones de urgencia - Neumonía (J12-J18),550,5,43,36,221,245
SAR,23-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",254,6,12,26,125,85
SAR,23-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,23-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),6073,127,739,1385,3435,387
SAR,23-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),313,1,7,32,134,139
SAR,23-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,23-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,23-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",3,0,1,0,2,0
SAR,23-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,23-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,24-2025,1,Atenciones de urgencia - Total,23145,249,1731,3492,14000,3673
SAR,24-2025,2,Atenciones de urgencia - Total Respiratorios,8660,162,1050,1621,4703,1124
SAR,24-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1616,48,232,225,857,254
SAR,24-2025,4,Atenciones de urgencia - Influenza (J09-J11),250,0,6,38,182,24
SAR,24-2025,5,Atenciones de urgencia - Neumonía (J12-J18),520,5,46,27,184,258
SAR,24-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",267,5,22,29,134,77
SAR,24-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,24-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),5636,104,728,1272,3177,355
SAR,24-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),371,0,16,30,169,156
SAR,24-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,24-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,24-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SAR,24-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,24-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,25-2025,1,Atenciones de urgencia - Total,21119,269,1538,2223,13289,3800
SAR,25-2025,2,Atenciones de urgencia - Total Respiratorios,7600,185,930,1014,4245,1226
SAR,25-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),1629,51,237,183,866,292
SAR,25-2025,4,Atenciones de urgencia - Influenza (J09-J11),181,1,13,16,124,27
SAR,25-2025,5,Atenciones de urgencia - Neumonía (J12-J18),586,9,52,25,206,294
SAR,25-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",287,5,24,21,152,85
SAR,25-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,25-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),4556,118,589,744,2736,369
SAR,25-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),361,1,15,25,161,159
SAR,25-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,25-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,25-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SAR,25-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,25-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SAR,26-2025,1,Atenciones de urgencia - Total,12588,145,809,1118,8177,2339
SAR,26-2025,2,Atenciones de urgencia - Total Respiratorios,4218,94,487,452,2495,690
SAR,26-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),906,29,115,74,515,173
SAR,26-2025,4,Atenciones de urgencia - Influenza (J09-J11),74,0,2,2,54,16
SAR,26-2025,5,Atenciones de urgencia - Neumonía (J12-J18),381,11,35,20,151,164
SAR,26-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",166,3,17,14,86,46
SAR,26-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SAR,26-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),2502,49,312,329,1612,200
SAR,26-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),189,2,6,13,77,91
SAR,26-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SAR,26-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SAR,26-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SAR,26-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SAR,26-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SUR,01-2025,1,Atenciones de urgencia - Total,1848,30,131,247,1184,256
SUR,01-2025,2,Atenciones de urgencia - Total Respiratorios,435,14,46,59,273,43
SUR,01-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),51,3,7,3,28,10
SUR,01-2025,4,Atenciones de urgencia - Influenza (J09-J11),4,0,1,0,3,0
SUR,01-2025,5,Atenciones de urgencia - Neumonía (J12-J18),19,0,2,3,6,8
SUR,01-2025,6,"Atenciones de urgencia - Otra causa respiratoria (J22, J30-J39, J47, J60-J98)",23,0,1,0,17,5
SUR,01-2025,7,Hospitalizaciones - Sistema Respiratorio,0,0,0,0,0,0
SUR,01-2025,10,Atenciones de urgencia - IRA Alta (J00-J06),324,11,34,51,213,15
SUR,01-2025,11,Atenciones de urgencia - Crisis obstructiva bronquial (J40-J46),14,0,1,2,6,5
SUR,01-2025,25,Hospitalizaciones - Total,0,0,0,0,0,0
SUR,01-2025,30,"Atenciones de urgencia - Covid-19, Identificado (U07.1)",0,0,0,0,0,0
SUR,01-2025,31,"Atenciones de urgencia - Covid-19, No Identificado (U07.2)",0,0,0,0,0,0
SUR,01-2025,32,Hospitalizaciones - Covid-19 Identificado (U7.1),0,0,0,0,0,0
SUR,01-2025,33,Hospitalizaciones - Covid-19 No Identificado (U7.2),0,0,0,0,0,0
SUR,02-2025,1,Atenciones de urgencia - Total,1688,30,99,204,1131,224
SUR,02-2025,2,Atenciones de urgencia - Total Respiratorios,320,8,25,49,203,35
SUR,02-2025,3,Atenciones de urgencia - Bronquitis/bronquiolitis aguda (J20-J21),41,2,6,2,26,5
